cdm_name,omop_table,in_observation,variable_name,variable_level,time_interval,count,percentage,median,interval,name_observation_period,study_period_end,study_period_start,type
Lancashire Teaching Hospital,measurement,FALSE,Number of records,NA,2019-01-01 to 2019-12-31,656,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,35243182,8.85,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,overall,Number of records,NA,2019-01-01 to 2019-12-31,4834527,6.95,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,FALSE,Number of records,NA,2019-01-01 to 2019-12-31,4297,0.01,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,4830230,6.94,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,overall,Number of records,NA,2019-01-01 to 2019-12-31,5116,6.52,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,FALSE,Number of records,NA,2019-01-01 to 2019-12-31,NA,NA,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,5115,6.51,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,overall,Number of records,NA,2020-01-01 to 2020-12-31,1129123,5.94,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,NA,NA,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,1129121,5.94,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,overall,Number of records,NA,2020-01-01 to 2020-12-31,305508,7.19,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,305508,7.19,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,overall,Number of records,NA,2020-01-01 to 2020-12-31,1160007,6.94,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,27,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,1159980,6.94,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,overall,Number of records,NA,2020-01-01 to 2020-12-31,2260082,9.11,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,238,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,2259844,9.11,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,overall,Number of records,NA,2020-01-01 to 2020-12-31,577050,6.9,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,147,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,576903,6.9,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,device_exposure,overall,Number of records,NA,2020-01-01 to 2020-12-31,7184,8.11,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,device_exposure,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,7184,8.11,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,overall,Number of records,NA,2020-01-01 to 2020-12-31,32941522,8.27,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,4380,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,32937142,8.27,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,overall,Number of records,NA,2020-01-01 to 2020-12-31,5988495,8.6,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,4943,0.01,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,5983552,8.6,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,overall,Number of records,NA,2020-01-01 to 2020-12-31,5929,7.55,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,NA,NA,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,5926,7.55,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,overall,Number of records,NA,2021-01-01 to 2021-12-31,1257815,6.61,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,7,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,1257808,6.61,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,overall,Number of records,NA,2021-01-01 to 2021-12-31,405189,9.54,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,405189,9.54,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,overall,Number of records,NA,2021-01-01 to 2021-12-31,1337134,8,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,1337134,8,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,overall,Number of records,NA,2021-01-01 to 2021-12-31,3167302,12.76,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,3167302,12.76,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,overall,Number of records,NA,2021-01-01 to 2021-12-31,703290,8.41,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,89,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,703201,8.41,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,device_exposure,overall,Number of records,NA,2021-01-01 to 2021-12-31,10191,11.51,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,device_exposure,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,10191,11.51,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,overall,Number of records,NA,2021-01-01 to 2021-12-31,38959242,9.78,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,1023,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,38958219,9.78,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,overall,Number of records,NA,2021-01-01 to 2021-12-31,7702587,11.07,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,5150,0.01,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,7697437,11.06,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,overall,Number of records,NA,2021-01-01 to 2021-12-31,5670,7.22,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,5,0.01,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,5665,7.21,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,overall,Number of records,NA,2022-01-01 to 2022-12-31,1277574,6.72,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,8,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,1277566,6.72,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,overall,Number of records,NA,2022-01-01 to 2022-12-31,421997,9.93,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,421997,9.93,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,overall,Number of records,NA,2022-01-01 to 2022-12-31,1534786,9.18,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,1534786,9.18,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,overall,Number of records,NA,2022-01-01 to 2022-12-31,4156934,16.75,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,477,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,4156457,16.75,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,overall,Number of records,NA,2022-01-01 to 2022-12-31,719800,8.61,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,97,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,719703,8.6,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,device_exposure,overall,Number of records,NA,2022-01-01 to 2022-12-31,2239,2.53,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,device_exposure,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,2239,2.53,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,overall,Number of records,NA,2022-01-01 to 2022-12-31,43091116,10.82,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,2567,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,43088549,10.82,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,overall,Number of records,NA,2022-01-01 to 2022-12-31,8658764,12.44,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,4937,0.01,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,8653827,12.43,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,overall,Number of records,NA,2022-01-01 to 2022-12-31,6116,7.79,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,5,0.01,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,6111,7.78,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,overall,Number of records,NA,2023-01-01 to 2023-12-31,1289131,6.78,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,FALSE,Number of records,NA,2023-01-01 to 2023-12-31,8,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,TRUE,Number of records,NA,2023-01-01 to 2023-12-31,1289123,6.78,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,overall,Number of records,NA,2023-01-01 to 2023-12-31,460925,10.85,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,TRUE,Number of records,NA,2023-01-01 to 2023-12-31,460925,10.85,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,overall,Number of records,NA,2023-01-01 to 2023-12-31,1665087,9.96,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,TRUE,Number of records,NA,2023-01-01 to 2023-12-31,1665087,9.96,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,overall,Number of records,NA,2023-01-01 to 2023-12-31,4257958,17.16,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,TRUE,Number of records,NA,2023-01-01 to 2023-12-31,4257958,17.16,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,overall,Number of records,NA,2023-01-01 to 2023-12-31,750832,8.98,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,FALSE,Number of records,NA,2023-01-01 to 2023-12-31,82,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,TRUE,Number of records,NA,2023-01-01 to 2023-12-31,750750,8.98,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,overall,Number of records,NA,2023-01-01 to 2023-12-31,46886568,11.77,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,FALSE,Number of records,NA,2023-01-01 to 2023-12-31,1049,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,TRUE,Number of records,NA,2023-01-01 to 2023-12-31,46885519,11.77,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,overall,Number of records,NA,2023-01-01 to 2023-12-31,10329647,14.84,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,FALSE,Number of records,NA,2023-01-01 to 2023-12-31,5877,0.01,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,TRUE,Number of records,NA,2023-01-01 to 2023-12-31,10323770,14.83,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,overall,Number of records,NA,2023-01-01 to 2023-12-31,6267,7.98,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,FALSE,Number of records,NA,2023-01-01 to 2023-12-31,NA,NA,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,TRUE,Number of records,NA,2023-01-01 to 2023-12-31,6266,7.98,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,overall,Number of records,NA,2024-01-01 to 2024-12-31,1374532,7.23,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,FALSE,Number of records,NA,2024-01-01 to 2024-12-31,19,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,TRUE,Number of records,NA,2024-01-01 to 2024-12-31,1374513,7.23,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,overall,Number of records,NA,2024-01-01 to 2024-12-31,455214,10.71,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,TRUE,Number of records,NA,2024-01-01 to 2024-12-31,455214,10.71,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,overall,Number of records,NA,2024-01-01 to 2024-12-31,1742035,10.42,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,TRUE,Number of records,NA,2024-01-01 to 2024-12-31,1742035,10.42,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,overall,Number of records,NA,2024-01-01 to 2024-12-31,4419295,17.81,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,FALSE,Number of records,NA,2024-01-01 to 2024-12-31,10,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,TRUE,Number of records,NA,2024-01-01 to 2024-12-31,4419285,17.81,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,overall,Number of records,NA,2024-01-01 to 2024-12-31,768962,9.19,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,FALSE,Number of records,NA,2024-01-01 to 2024-12-31,10,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,TRUE,Number of records,NA,2024-01-01 to 2024-12-31,768952,9.19,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,overall,Number of records,NA,2024-01-01 to 2024-12-31,47641020,11.96,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,FALSE,Number of records,NA,2024-01-01 to 2024-12-31,919,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,TRUE,Number of records,NA,2024-01-01 to 2024-12-31,47640101,11.96,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,overall,Number of records,NA,2024-01-01 to 2024-12-31,9724574,13.97,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,FALSE,Number of records,NA,2024-01-01 to 2024-12-31,5469,0.01,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,TRUE,Number of records,NA,2024-01-01 to 2024-12-31,9719105,13.97,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,overall,Number of records,NA,2024-01-01 to 2024-12-31,5983,7.62,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,FALSE,Number of records,NA,2024-01-01 to 2024-12-31,5,0.01,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,TRUE,Number of records,NA,2024-01-01 to 2024-12-31,5978,7.61,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,overall,Number of records,NA,2025-01-01 to 2025-12-31,1395946,7.34,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,FALSE,Number of records,NA,2025-01-01 to 2025-12-31,25,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,TRUE,Number of records,NA,2025-01-01 to 2025-12-31,1395921,7.34,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,overall,Number of records,NA,2025-01-01 to 2025-12-31,441606,10.39,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,TRUE,Number of records,NA,2025-01-01 to 2025-12-31,441606,10.39,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,overall,Number of records,NA,2025-01-01 to 2025-12-31,2024368,12.11,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,TRUE,Number of records,NA,2025-01-01 to 2025-12-31,2024368,12.11,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,overall,Number of records,NA,2025-01-01 to 2025-12-31,4268176,17.2,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,TRUE,Number of records,NA,2025-01-01 to 2025-12-31,4268176,17.2,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,overall,Number of records,NA,2025-01-01 to 2025-12-31,776557,9.28,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,FALSE,Number of records,NA,2025-01-01 to 2025-12-31,85,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,TRUE,Number of records,NA,2025-01-01 to 2025-12-31,776472,9.28,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,overall,Number of records,NA,2025-01-01 to 2025-12-31,45217006,11.35,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,FALSE,Number of records,NA,2025-01-01 to 2025-12-31,390,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,TRUE,Number of records,NA,2025-01-01 to 2025-12-31,45216616,11.35,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,overall,Number of records,NA,2025-01-01 to 2025-12-31,8996769,12.93,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,FALSE,Number of records,NA,2025-01-01 to 2025-12-31,6210,0.01,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,TRUE,Number of records,NA,2025-01-01 to 2025-12-31,8990559,12.92,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,overall,Number of records,NA,2025-01-01 to 2025-12-31,5800,7.39,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,TRUE,Number of records,NA,2025-01-01 to 2025-12-31,5800,7.39,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,overall,Number of records,NA,2026-01-01 to 2026-12-31,240149,1.26,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,FALSE,Number of records,NA,2026-01-01 to 2026-12-31,NA,NA,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,TRUE,Number of records,NA,2026-01-01 to 2026-12-31,240147,1.26,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,overall,Number of records,NA,2026-01-01 to 2026-12-31,70695,1.66,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,TRUE,Number of records,NA,2026-01-01 to 2026-12-31,70695,1.66,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,overall,Number of records,NA,2026-01-01 to 2026-12-31,251018,1.5,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,TRUE,Number of records,NA,2026-01-01 to 2026-12-31,251018,1.5,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,overall,Number of records,NA,2026-01-01 to 2026-12-31,606130,2.44,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,TRUE,Number of records,NA,2026-01-01 to 2026-12-31,606130,2.44,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,overall,Number of records,NA,2026-01-01 to 2026-12-31,106167,1.27,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,FALSE,Number of records,NA,2026-01-01 to 2026-12-31,41,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,TRUE,Number of records,NA,2026-01-01 to 2026-12-31,106126,1.27,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,overall,Number of records,NA,2026-01-01 to 2026-12-31,5967757,1.5,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,FALSE,Number of records,NA,2026-01-01 to 2026-12-31,28,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,TRUE,Number of records,NA,2026-01-01 to 2026-12-31,5967729,1.5,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,overall,Number of records,NA,2026-01-01 to 2026-12-31,1129440,1.62,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,FALSE,Number of records,NA,2026-01-01 to 2026-12-31,1144,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,TRUE,Number of records,NA,2026-01-01 to 2026-12-31,1128296,1.62,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,overall,Number of records,NA,2026-01-01 to 2026-12-31,1001,1.27,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,TRUE,Number of records,NA,2026-01-01 to 2026-12-31,1001,1.27,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,overall,Number of records,NA,overall,19016767,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,TRUE,Number of records,NA,overall,19016687,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_occurrence,FALSE,Number of records,NA,overall,80,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,overall,Number of records,NA,overall,4248577,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,TRUE,Number of records,NA,overall,4248573,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,visit_detail,FALSE,Number of records,NA,overall,NA,NA,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,overall,Number of records,NA,overall,16721311,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,FALSE,Number of records,NA,overall,40,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,condition_occurrence,TRUE,Number of records,NA,overall,16721271,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,overall,Number of records,NA,overall,24816983,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,FALSE,Number of records,NA,overall,725,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,drug_exposure,TRUE,Number of records,NA,overall,24816258,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,overall,Number of records,NA,overall,8364244,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,FALSE,Number of records,NA,overall,820,0.01,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,procedure_occurrence,TRUE,Number of records,NA,overall,8363424,99.99,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,device_exposure,overall,Number of records,NA,overall,88563,100,NA,years,NA,2026-03-04,2012-01-01,event
